PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
-1.730107956920867,-0.7892723355548015,0.8273772438659699,108,1,-0.5053575543010531,0.4327933656785018,-0.4736736092984604,523,-0.5024451714361923,147,2
-1.7262200738716067,1.266989801811655,-1.5661069258891576,190,0,0.7101077254353605,0.4327933656785018,-0.4736736092984604,596,0.7868452935884461,81,0
-1.7223321908223463,1.266989801811655,0.8273772438659699,353,0,-0.20149123436694968,-0.47454519624983954,-0.4736736092984604,669,-0.4888542575852486,147,2
-1.718444307773086,1.266989801811655,-1.5661069258891576,272,0,0.482207985484783,0.4327933656785018,-0.4736736092984604,49,0.4207302360686478,55,2
-1.7145564247238256,-0.7892723355548015,0.8273772438659699,15,1,0.482207985484783,-0.47454519624983954,-0.4736736092984604,472,-0.4863374216869257,147,2
-1.7106685416745653,-0.7892723355548015,0.8273772438659699,554,1,-0.3207678571586839,-0.47454519624983954,-0.4736736092984604,275,-0.47811642890864375,147,1
-1.7067806586253047,-0.7892723355548015,-1.5661069258891576,515,1,1.925573005171774,-0.47454519624983954,-0.4736736092984604,85,0.395813560675251,129,2
-1.7028927755760443,-0.7892723355548015,0.8273772438659699,624,1,-2.02468915397157,2.2474704895351842,0.7676298785983874,395,-0.22408312108167944,147,2
-1.699004892526784,1.266989801811655,0.8273772438659699,412,0,-0.12552465438342383,-0.47454519624983954,2.0089333664952354,344,-0.4242561406845337,147,2
-1.6951170094775236,1.266989801811655,-0.3693648410115938,576,0,-1.11309019416926,0.4327933656785018,-0.4736736092984604,132,-0.04295550208861426,147,0
-1.6912291264282633,1.266989801811655,0.8273772438659699,727,0,-1.8727559940045184,0.4327933656785018,0.7676298785983874,616,-0.312172377522981,145,2
-1.687341243379003,1.266989801811655,-1.5661069258891576,95,0,2.2294393251058775,-0.47454519624983954,-0.4736736092984604,38,-0.11384570873513637,49,2
-1.6834533603297426,-0.7892723355548015,0.8273772438659699,729,1,-0.6572907142681048,-0.47454519624983954,-0.4736736092984604,535,-0.4863374216869257,147,2
-1.6795654772804822,-0.7892723355548015,0.8273772438659699,28,1,0.7860743054188863,0.4327933656785018,5.73284383018578,333,-0.01870931177853076,147,2
-1.6756775942312219,-0.7892723355548015,0.8273772438659699,840,0,-1.11309019416926,-0.47454519624983954,-0.4736736092984604,413,-0.4902797934380587,147,2
-1.6717897111819615,1.266989801811655,-0.3693648410115938,359,0,2.0015395851553,-0.47454519624983954,-0.4736736092984604,153,-0.3262666585535892,147,2
-1.667901828132701,-0.7892723355548015,0.8273772438659699,682,1,-2.02468915397157,3.1548090514635256,0.7676298785983874,480,-0.06199888922968463,147,1
-1.6640139450834406,1.266989801811655,-0.3693648410115938,867,1,-0.3207678571586839,-0.47454519624983954,-0.4736736092984604,151,-0.3866707201133388,147,2
-1.6601260620341802,-0.7892723355548015,0.8273772438659699,839,0,0.17834166555067957,0.4327933656785018,-0.4736736092984604,301,-0.2859972841804228,147,2
-1.6562381789849199,1.266989801811655,0.8273772438659699,512,0,-0.3207678571586839,-0.47454519624983954,-0.4736736092984604,184,-0.5029485386158568,147,0
-1.6523502959356595,-0.7892723355548015,-0.3693648410115938,273,1,0.482207985484783,-0.47454519624983954,-0.4736736092984604,139,-0.12491978668775715,147,2
-1.6484624128863992,1.266989801811655,-0.3693648410115938,80,1,0.40624140550125715,-0.47454519624983954,-0.4736736092984604,152,-0.3866707201133388,111,2
-1.6445745298371388,1.266989801811655,0.8273772438659699,523,0,-1.037123614185734,-0.47454519624983954,-0.4736736092984604,278,-0.4867562231804066,147,1
-1.6406866467878785,1.266989801811655,-1.5661069258891576,765,1,-0.04955807439989797,-0.47454519624983954,-0.4736736092984604,42,0.06635974158478332,13,2
-1.636798763738618,-0.7892723355548015,0.8273772438659699,626,0,-1.568889674070415,2.2474704895351842,0.7676298785983874,395,-0.22408312108167944,147,2
-1.6329108806893577,1.266989801811655,0.8273772438659699,44,0,0.7101077254353605,0.4327933656785018,5.73284383018578,329,-0.016444159470040135,147,2
-1.6290229976400974,-0.7892723355548015,0.8273772438659699,240,1,-0.3207678571586839,-0.47454519624983954,-0.4736736092984604,179,-0.5029485386158568,147,0
-1.6251351145908368,-0.7892723355548015,-1.5661069258891576,260,1,-0.7332572942516307,2.2474704895351842,2.0089333664952354,95,4.647001076532463,63,2
-1.6212472315415765,1.266989801811655,0.8273772438659699,605,0,-0.3207678571586839,-0.47454519624983954,-0.4736736092984604,283,-0.48977642625839407,147,1
-1.617359348492316,-0.7892723355548015,0.8273772438659699,813,1,-0.3207678571586839,-0.47454519624983954,-0.4736736092984604,362,-0.4894421904510968,147,2
-1.6134714654430558,-0.7892723355548015,-1.5661069258891576,828,1,0.8620408854024122,-0.47454519624983954,-0.4736736092984604,598,-0.09027201697708476,147,0
-1.6095835823937954,1.266989801811655,-1.5661069258891576,776,0,-0.3207678571586839,0.4327933656785018,-0.4736736092984604,586,2.301728820789,41,0
-1.605695699344535,1.266989801811655,0.8273772438659699,289,0,-0.3207678571586839,-0.47454519624983954,-0.4736736092984604,288,-0.49237782784290063,147,1
-1.6018078162952747,-0.7892723355548015,-0.3693648410115938,856,1,2.8371719649740847,-0.47454519624983954,-0.4736736092984604,549,-0.43700743807979686,147,2
-1.5979199332460143,-0.7892723355548015,-1.5661069258891576,535,1,-0.04955807439989797,0.4327933656785018,-0.4736736092984604,600,1.0060617003323709,147,0
-1.594032050196754,-0.7892723355548015,-1.5661069258891576,372,1,1.013974045369464,0.4327933656785018,-0.4736736092984604,43,0.39858208016340624,147,2
-1.5901441671474936,1.266989801811655,0.8273772438659699,505,1,-0.3207678571586839,-0.47454519624983954,-0.4736736092984604,202,-0.5028639729296732,147,0
